,0,1,2,3
0,Fortis Hospital,Kolkata,I had an appointment with one of the senior cardiologist. My appointment was at 1120 AM. I reached the place well in advance by 1045 AM to complete the formalities. Once all forms were filled along with payment it was informed that Doctor will be available by 1230 PM. It seems the usual norm is there is no fixed appointment schedule. If you want to meet your desired doctor then come in the morning wait till you are lucky. Next day was test which went well without any hassle. Third day was doctors consultation with the report. Again our appointment was at 345 PM. This time we came by 300 PM. but it seems we were too late. For a 345 PM appointment the expectation is to reach by 1230 PM. This was confirmed by the receptionist who had no idea when the doctor is going to arrive. Luckily I got my office laptop and finished half of my work sitting in the waiting area. The doc finally arrived by 600 PM. There was another instance where one patient who came for an appointment and was not informed that the doctor was on leave. I would not recommend this hospital unless you are in dire need.,-1.299999967
0,Apollo Children's Hospitals - Best hospital in chennai,Chennai,There is no place for Car parking. Security is forcing to move the vehicle from hospital premises. Didnt expect this as I am visiting the Apollo child  first time.And in Hospital for OPD for consultation charge. They are accepting only cash.No other option available. And also  I need to request for Invoice  they provided a manuel invoice. In 2018 from Apollo hospital surprised to see the manuel slip.,-1.299999982
0,Dharamshila Narayana Superspeciality Hospital,Delhi,I am visiting here for the last six months for treatment of my father. Doctor in Hospital are well qualified and expert in their field but the service is very slow.  I had not met a single person in six months who is HAPPY with the service of the hospital they are happy with the doctors but not with service providedThe staff on each counter are very friendly and helpful but being short staffed at times makes the whole process tedious. The person servicing you at the counter are willing to help but again coordination remains an area of concern. The admission and discharge counter face the same issue short staffed. Medicine counter lacks staff at crucial rush hours and most of the time required medicine is not available if available than not according to your requirements.Advice Please check the concern doctor before the treatment starts as for cancer one needs really well specialised hands.,-1.299999997
0,Medical College Hospital,Kolkata,The doctors are excellent and highly experienced. But the behavior of the nurse and the staff is very rude even few doctors come in this list total worst service. The common problem in the hospital  no vacancy. I will request the health ministry to expand the no of beds because patient dies without getting treatment due to no vacant.,-1.300000012
0,Govind Ballabh Pant Hospital,Delhi,Lets walk through a 5step process for building a paragraph. For each step there is an explanation and example. Our example paragraph will be about slave spirituals the original songs that African Americans created during slavery. The model paragraph uses illustration (giving examples) to prove its point.Step 1. Decide on a controlling idea and create a topic sentenceParagraph development begins with the formulation of the controlling idea. This idea directs the paragraphs development. Often the controlling idea of a paragraph will appear in the form of a topic sentence. In some cases you may need more than one sentence to express a paragraphs controlling idea. Here is the controlling idea for our model paragraph expressed in a topic sentenceModel controlling idea and topic sentence   Slave spirituals often had hidden double meanings.Step 2. Explain the controlling ideaParagraph development continues with an expression of the rationale or the explanation that the writer gives for how the reader should interpret the information presented in the idea statement or topic sentence of the paragraph. The writer explains hisher thinking about the main topic idea or focus of the paragraph. Heres the sentence that would follow the controlling idea about slave spiritualsModel explanation  On one level spirituals referenced heaven Jesus and the soul but on another level the songs spoke about slave resistance.,-1.300000027
0,SIMS Hospital,Chennai,Completely money minded and absolutely no empathy and ownership on the treatment.. Cant believe doctors can even get to cheap emotional blackmailing to get you spend more...,-1.399999976
0,Apollo City Centre Hospital Sowcarpet,Chennai,Apollo mint branch worst experience poor obstetrical care landed my baby in  admission to neonatal i.c.u in child trust. due to late arrival of doctor. No NICU here so plz dont choose mint branch for obstetrical care.,-1.399999976
0,Fortis Escorts OPD,Delhi,Salary is very low for nurses. And hostel is not good at all for them. They dont even provide you separate cupboards so now you can imagine how bad it is.,-1.399999976
0,Seth Sukhlal Karnani Memorial Hospital,Kolkata,Once this hospital was a glory of Kolkata but nowadays it searves poor treatment. I had a bad experience here my little nephew of 3years old was admitted here as an emergency patient but he wasnt treated by the doctors till 5hours of admitting. Even the junior doctors who were novice and still studying treated that little as a guinea pig and they even served a wrong treatment to that baby.. I am astonished to see that this govt hospital have so many modern instruments and facilities but the people are illiterate to handle it.,-1.400000036
0,Apollo Spectra Hospitals,Delhi,Ive never been here but one of my friend asked me to give 5star rating and asked me to forward it to as many friends as I can. Hospitals deals with life of people and such fake ratings will only promote supremacy with no output. I request u not to go by its rating and rate it genuinely as life is precious. Such behaviour of promoting Hospitals page by staffs and others are dangerous. Please avoid this hospitals ratings when u r searching for some good hospitals. I hope they serves better than its rating but they should not promote fake ratings. Thank You.,-1.499999985
0,Fortis Escorts OPD,Delhi,Doctors(Dr. Sanjay Verma)are not available on time even after taking prior appointment and the staff has no explanantion for the same.Even after taking appointments we have to wait for hours. Not recommended.,-1.5
0,Primus Super Speciality Hospital,Delhi,Please dont visit this hospital as their doctors arent certified. My father admitted into MICU for old case of CKD but as they took 6hours to get the blood reports as well as no instant relief because he has complain of high bp as well as suffocation in which I have to ask them to discharge him immediately.As there security guard is very poor there is a lady Ms Promila who was in incharge of the MICU 1st floor this lady can anything to you and insult your patient by logging illogical comments on your face as she can abuse. I would suggest you guys not to waste your time and save your patient from this hospital. PSSH primussupperspecialityhospital.,-1.599999994
0,Dharamshila Narayana Superspeciality Hospital,Delhi,I come to know that the hospital is good with good infrastructure and doctors but some seniors heads are Misbehavior Discrimination  harassment with many staffs without any reason. First the management should treat with their staffs friendly and equally. Without staffs the hospital cant provide services with only doctors.  It totally shocking that staffs are facing such a problems in this reputed hospitals. The management must take action against those seniorsheads that are spoiling the name of hospitals. Kindly behave well with the staffs first.,-1.600000001
0,Command Hospital,Kolkata,Provides services to army air force navy. Out of all some doctors are excellent. Other doctors are good for nothing. Opthalmology is worst. My parents insisted to get treatment from here. Situation became worst. After that I visited Susrut. Their condition is improving now.Cleanliness is good but majority of doctors are not well experienced. My recommendation go there for minor diseases. I wish I have not visited Command Hospital. Free is always Bad.,-1.600000009
0,Apollo Speciality Hospitals,Chennai,Quick response good behaviour helping natures but treatment is not good because after surgery senior doctors give responsibility to learning doctors i.e. junior doctors. They dont know anything. They do not have the common sense. Their behaviours are good but knowledge very poor. They really dont know the function of medicines or intravenous injection which are given to patients. Because of all these patients get serious or died even after the successful surgery. The learning doctors do their research with the patients indirectly we can say the junior doctors play with the patients life and his family members. They are cheaters in a single line I would like to say that the system is worst and it allows junior doctors to play with the patients and their family.,-1.600000031
0,Govind Ballabh Pant Hospital,Delhi,No doubt the hospital is good.. but one thing I seriously disliked was the staff there.. I went there on the first floor for blood test and they took the blood sample from me..  I asked when to come for the blood report to doctor  she didnt told me n called someone called meena who was the staff there to take me out... seriously the director should take actions against such staff... since I was wearing a white cap on my head I guess thats the reason of their behavior...,-1.600000054
0,The Calcutta Medical Research Institute,Kolkata,Worst experience ever They overcharged every test performed. Doctors are more concerned about increasing the bill than treating the patients. The radiology dept with held  reports longer than necessary to increase the duration of stay at the hospital. Although I do not expect any better from the birlas. Would have given zero stars if possible. Would not recommend it to anyone.,-1.699999988
0,ILS Hospitals,Kolkata,The place actually dont deserve any sort of star what so ever. My FF is stuck with this organisation for more than an year now. HR is clueless so is finance department. I lost all the hopes of getting my hard earned salary after looking at the attitude that they carry towards ex employees. My sincere suggestion to all not to look at this place from a job prospect. The only gentleman in this mess was Dr Om Tantia. But just like any other successful man he also got lots of fox around him which he have to be beware of.,-1.799999952
0,Apollo Hospitals Tondiarpet,Chennai,I was given an appointment with a Dr and was asked to wait. After 1 hour i was informed by the staff that the Dr is very busy and he has left. Does the time wasted by the patient not at all important. Utterly frustrating.,-1.79999999
0,IRIS Multispeciality Hospital,Kolkata,I am rating them down cause they seem to lack a logical acceptance of patients request on food and diet.Not sure if the dietecians and the cook are serious enough to cater the food of a patient who has been staying more than 14 days now. Inspite of umpteen requests on the quality of the hospital food and its delivery to the patient. They seem to be deaf ears.There isnt any visibility on the escalation matrix and neither any accountability to improvise things upon feedback.Patient centric care and patient experience in the entire life cycle of patient stay is an immediate imperative for an an institution who claim to be multi speciality.,-1.800000012
0,St.Stephen's Hospital,Delhi,This hospital is not good. They have many problems starting from the hygiene. They dont clean the hospital on regular basis. It can be seen from outside. Now coming to the point of tests they said to my father that he is suffering from heart disease even though the symptoms were clearly not in consonance with heart disease. They ordered my father for heart surgery. But then it was found that it was not a heart disease.,-1.899999976
0,"VS Hospitals - Advanced Cancer Care - Chepet, Chennai",Chennai,Worst hospital ever visited.. doctors are after money..expensive is different from charging extra money.. Treatment n patient is not their priority but their pocket is.. Always enquire to ppl before u reach out for this hospital..rest u ll come to know.. In case of emergency they don reach out immediately..If u don hav medical knowledge then you can never find the flaws happenin inside..They giv more misery to the patient n family rather treating.. Cancer is already a deadly disease.. So pls think before u take ur family here..,-1.899999999
0,Sant Parmanand Hospital,Delhi,No Facility and hopital is very expensiveWorst hospital and doctors are also worst. Never go in this hopital . They only interested in money .,-1.900000006
0,Kothari Medical Centre,Kolkata,Worst doctor facilities .. Gastroenterology Depertment is worst... Dont prefer (jaydip sarkar) nor (Maithi)... They just know how to drawn your money from pocket ... He dont work as his profession he work for money... He look patients more than his abilities ... Jst to earn money he embrace the patient.. Queqes is more,-1.99999997
0,The Calcutta Medical Research Institute,Kolkata,Their phone number is not working for booking. I need Dr. K.K. Deys appointment but right now Im unable to do that due to their technical problem. They are very careless about this if u r running a hospital u must take care of Its contact number. Anyone have any idea how to get an appointment with dr. K.k.Dey?,-2
0,"VS Hospitals - Advanced Cancer Care - Chepet, Chennai",Chennai,Feel disgusting to give even 1 star... Because of their carelessness they killed my uncle... They give treatment with learners... doctor never visit the patients...and consulting him s a big wonder... If anyone concern with your lifeplease dont visit this business hospital,-2.299999982
0,"ILS Hospitals, Dumdum",Kolkata,Highly disappointed...My patient is still admitted. Today when your staff taken him for USG i was literally shocked to see that a well known multispecialist hospital dont enough wheel chairs.. Some critical patients were asked release their chair and wait on the bench..We bring our dear ones to you for desired and proper care.. This was not at all expected...,-2.299999982
0,Fortis Hospital,Kolkata,Emails sent to Hospital are all still unanswered.1. The dentist told that root canal will cost Rs.14000 at Fortis hospital so better you meet me privately. (Typically this costs Rs.2500)2. The dentist was unable to give any proper reason for the swelling in patients gums except for making some guesstimate3. The patient is already registered since two months with Fortis hospitals in Mumbai still Fortis Kolkata again charged him registration fees. Illegal Money Extortion from trapped Patients,-2.399999976
0,Kothari Medical Centre,Kolkata,Dr Indrani das Gupta is one such doctor who is least worried about her patient. She has only bookish knowledge but no practical knowledge and she doesnt even know how to share patients health status with patients family. One of the rude doctors I have ever seen with no empathy. One worst experience and I would not recommend this neurologist to anyone. If you dont love your family member then leave himher in the hands of Dr Indrani das Gupta so she can do all her experiments on the patient and then take hisher life. Be aware. Shame on such doctors. No humanity left in such doctors.,-2.499999918
0,Apollo Speciality Hospitals,Chennai,Worst experience They do business. They only have to charge money and dont bother about patients health. Its like a five star hotel with no hospitality and worst experience,-2.599999964
0,IRIS Multispeciality Hospital,Kolkata,It is one of wrost hospital at Kolkata. I needed a Medical checkup for Apollo Munich insurance so went there on2526 for check up. But sorry to say there is no Doctors for echo test .so they  took 2 days for a simple check up.So I argued with them why they harrasedh me. For that reason my Medical checkup report twist and I rejected for insurance. Very poor standard but rate is too high.It is only for local businesses centre,-2.600000039
0,"VS Hospitals - Advanced Cancer Care - Chepet, Chennai",Chennai,Very worst hospital.much money minded.no doctor visit patient during treatment. no experienced staff.doctors and staff were arrogant.given heavy dosages of cemo even at initial stage.no care.copy paste of discharge summary with no proper review.i lost my money high mental depression and with great dissapointment i took my mom to other hospital to continue treatment. no heart ....no kindness...worst  hospital we ever met....think thrice before u go there...,-2.699999928
0,"Max Super Speciality Hospital, Saket (Max Saket)",Delhi,The hospitality is worst. If you have the desire to spend your money in the worst way possible please head towards Max Hospital Saket. The staff does not listen to the patient and are as stubborn as a mule. The food quality is of a quality of a dhaba. They dont have the will to servee and call themselves one of the best hospitals. I would like to give 0 star if had the choice.,-2.699999928
0,Kalra Hospital,Delhi,The doctors are nice(treatment wise).. but are too arrogant..They charge a lot for small small things..Its a freaking loot here. Overcharging is the only thing they know.They will just put the patient on ventilator or ICU even if the patient is fir enough for general wards. If you ask them anything about the reports or anything they just simply start arguing that we cant give you reports and all and start giving stupid reasons for that. The place is too expensive for a middle class family.In short the hospital sucks.,-2.799999967
0,Command Hospital,Kolkata,Dr. Sengupta the neurosurgeon is absolutely the worst and the most rigid adamant and inefficient healthcare person I have dealt with... Despite telling him that physiotherapy has previously cured my ailment he wouldnt prescribe it and insisted on surgery Absolute deaf ear to what the patient is saying about their pain not open to discussion and feedback ShameI wad hospitalised for 6 days without any treatment only to take pain medication and an MRI.. What nonsense Could have atleast given me pain reducing IFT andor Ultrasound physiotherapy (which I have previously responded to extremely well for the same ailment)...Absolutely useless... Only thing he does is say Good morning during his morning rounds but doesnt even listen to what your status is for the day Poser...He himself said that I need medication and physiotherapy to reduce the pain then refuses to give physiotherapy asks me to come back after a month for surgery,-2.799999982
0,FORTIS MALAR HOSPITAL CHENNAI,Chennai,Dirty and full of mosquitoes. It is not fun when there are mosquitoes biting during a procedure or scan and you are supposed to lie still. Disgusting Also doctors fees are cash only and they will not give proper tax invoice for doctor fees. Tax authorities must check this and stop this practice. Prices are high for such unhygienic conditions. On the positive side they have good doctors and our wait times so far have been acceptable,-2.899999917
0,Apollo Speciality Hospitals,Chennai,Treatment was ok.But canteen food is not edible. My father was admitted in Feb 2019. My mother attended my father and she use to have food from Apollo hospitals canteen. But on 16th Feb 2019 they served stale food charged INR 150 for the same. The food was so horrible that she could hardly eat single chapati and called the manager to refund but they refused instead offered biryani to her. However since she lost the faith in them so she didnt accepted and left it. After returning home she suffered severe loose motions. Requesting all not to have anything from Apollo hospitals canteen.Thanks,-2.899999924
0,Fortis Hospital,Kolkata,Such a disorganised hospital. Turned up for a health check today after the appointment was confirmed 4 days ago. After reaching there the receptionist simply said the machines were all down it was rather shocking and unbelievable for such a big hospital to have machines not running and all down and the worst thing was they didnt even bother to call back and informed about there machines situation. Id have no issues if they would have call back at least as it is difficult to arrange a day and travelled so far when you are a working person. I heard this is quite normal there as there was another person who had the same experienced before. Id definitely not recommend anyone this hospital will definitely not use it myself in the future.,-2.899999961
0,DESUN Hospital And Heart Institute,Kolkata,I couldnt believe the fact that the doctors are so inaccessible.. I called up on phone and they said they dont share Doctors phone no which is fine and asked me to call on their land line so that I could further connect to the doctors. But no. The doctor was not at all ready to speak on phone as been told by the operator.  I think if time means money and thats  everything to you then DESUN be sure your advertisement will not attract unless u learn to be a bit more patient centric than money..a big thumbs down..#Dr.Nilanjan Mitra Urologist,-2.900000036
0,SIMS Hospital,Chennai,If all you need is a state of the art facility and smiling faces around  Yes this is the place to be. If you wanted to be treated with care and honesty and you need transparency in treatment and billing  please DO NOT enter the gate. They look at patients as nothing more than mere cash cows. Extremely careless team of nurses and assistants  the consultant will never spend even a couple of minutes with you if at all they meet... Completely money minded and absolutely no empathy and ownership on the treatment.. Cant believe doctors can even get to cheap emotional blackmailing to get you spend more...,-3.099999964
0,St.Stephen's Hospital,Delhi,Pathetic care n treatment..  Absolutely 3rd class... Though the cardiac team is quite good but the rest are rubbish... Unruly behaviour of doctors n nurses n security... Pathetic stay arrangements for attendants n above all no empathy for patient... Feels like no regard is paid to #hippocratic oath...     . Go for sme other hospital...,-3.199999973
0,Command Hospital,Kolkata,As this is free service the doctors provide worst service. Either doctors are incapable or they are negligent. Even state government hospital provide better medical service than command hospital. I would not recommend somebody who has capability to afford medical services other than command.,-3.299999952
0,"Max Super Speciality Hospital, Saket (Max Saket)",Delhi,Pathetic.... No respect for human life... Only money making is the sole prospective...staff behave in a manner as if doing some favour on us... Never recommend anyone... Management need to look at it and work on providing better customer experience which have at least some sensitivity....,-3.299999967
0,Rajiv Gandhi Government General Hospital,Chennai,My mother in law admitted in the hospital. 3days she has died because of worst treatment from duty doctors under Dr. Vasanthi team. She is never seeing the patients. Also Dr. Jessy the worst doctor in the hospital. Also if they are putting you in ward 206 then it shows they will not take care of patients and leads to death.Better take to kmc or multi speciality for better treatment.,-3.300000012
0,Apollo Spectra Hospitals,Delhi,The entire staff reacts too slow except the security guards. There was no benefit for prior appointments as I had booked it 3 days prior to the appointment date for my family health checkup including me. People on reception were less knowledgeable and more on shouting amongst themselves for very small reasons. The Dr. came too late and when enquired at reception they said he was busy in OT. Anyhow the Dr. came and sounded good though. Very poor management I observed.,-3.899999976
0,Sant Parmanand Hospital,Delhi,Hospital reception response is the worst. No sense of management. Thyroid doctor appointment is only for two hours Monday and Thursday. Doctors rush to leave the patients hanging without proper check as their time is up. No sense of professionalism in staff or doctors. Overall it is expensive time waste and one is never satisfied with consulation.,-4.099999964
0,IRIS Multispeciality Hospital,Kolkata,Worst untrained Dr. R.K. Singh(Ram Kumar Singh) bad attitude and very rude with patients. Money making business with zero benefit...took the patient to another hospital .Dr. R.K Singh need to learn besic etiquettes regarding behavior.gunda doctor. Unnecessary 18 test just for gas problem. Disgusting zero knowledge big zero to Dr. R.K singh.,-4.299999893
0,Dr. Mehta's Hospitals,Chennai,It is a really unprofessional place. Argumentative staff. And moreover the staff was very rude. (EMERGENCY WARD). The doctors were ok. But the other staff really pushed the limits. We asked for some hot water for the hot water bag and the refused They added things to the bill without information. And argued back when enquired about it. The IV they put in the hand was so painful they put it in and took it out several times saying that they couldnt locate the vein. Long story short I would never recommend this place to anyone.,-4.299999952
0,Kalra Hospital,Delhi,Worst Hospital ever visited. Highly unsatisfactory treatment with useless charges included. Youd be given a whole lot of medicines without your consent or knowledge or any need. My sister was admitted in this hospital for a minor accident and that too in ICU for 2 days. On the first day of admission Xray report showed that there was no major injury still they took an extra day to shift my sister. And that was because we denied to pay any other single day in ICU. So they shifted my sister to normal ward. But that was not the end. Even in the normal ward in there was no injury then why did they asked us make my sister stay in hospital. Somehow we made them discharge her.Overall Worst experience,-4.499999978
0,The Calcutta Medical Research Institute,Kolkata,The worst hospital possible. Nurses and staff are totally untrained and have no worry about patient problems. Being in an executive room they forgot that the patient needs food. No food was given to the patient on the day of admission. Nurses again forgot the Dr. has advised discharge. Then they had one person to collect all discharge payments. After an hour of waiting they informed us that they havent received the payment. No point getting any person admitted here even if you know the doctor.,-4.599999979
0,Seth Sukhlal Karnani Memorial Hospital,Kolkata,Doctors have good degrees but very rude behaviour. Nurse and sisters are just a mess. No care of the patient. Very bad place.CCU which should have the best service has the worst one. Very bad place.Patient experiences new symptoms here. Bedsore is common here as the staff is nonsense here. Bribe is famous here. Give money and everything is done all rules broken. But if we give money to sisters the fools will accept money but not take care of the patient.The staff is a nonsense here.,-5.49999994
0,Primus Super Speciality Hospital,Delhi,i wud never recommend this hospital to anyone especially during emergency.  it happened nearly few days agoi was in desperate need for first aid as my hand got cut from iron slider. since primus hospital is quite nearby to our embassy me and husband went . As we entered the entry gate in the morning we were stopped by this paid parking man with moustache from SAI authority . IHe asked for the parking charges to which we agreed to pay. since i was bleeding heavily  i tried to ran fast to get the first aid in emergency and asked my husband to pay him the parking charges. but to my surprise he stopped me and kept me waiting along with my husband for nearly 1520 mins. i was nearly about to faint and requested him to do the formalities asap but he was unaffected and very short tempered man.  fortunately 1 staff member came to my rescue and asked the parking guy to make it fast as he can . you know what guys?  he literally shouted on that staff and argued with him.  i was in tears and embarrassed too  also heard that he was abusing foreign visitors although i cudnt understyand his language but it seems he was not happy with foreign visitors.  me and my husband left as soon as possible as we felt insulted. we swore that never ever we are coming back also will ask embassy to depanel them. where a parking guy dont respect his own staff then how can we expect any respect from him.,-6.600000009
0,"Max Super Speciality Hospital, Saket (Max Saket)",Delhi,Very expensive. They charge you unnecessarily. The doctors in the opd doesnt care to ask your real problems. Will quickly give you 23 medicines and ask you to go. The fees is too high. I went there twice. Both the times it was a bad experience. My friend was suffering from cold and fever. When we took her to this hospital they gave her a bill of 7000. The campus is huge but the area they have put up in is really congested. I have seen The ambulances of this hospital getting stuck in the horrible traffic. Its looks more like a 5 star hotel than a hospital. They only care about the money. They will give you all sorts of unnecessary tests to be done. The staff here is also not polite. Not helpful at all. They prefer to have no conversation at all. Absolutely a disappointing hospital.,-7.000000052
